Advisor,Location,Region,Sales Jan 22,Trades Jan 22,Sales Feb 22,Trades Feb 22,Sales Mar 22,Trades Mar 22,Sales Apr 22,Trades Apr 22,Sales May 22,Trades May 22,Sales Jun 22,Trades Jun 22,Sales Jul 22,Trades Jul 22,Sales Aug 22,Trades Aug 22,Sales Sep 22,Trades Sep 22,Sales Oct 22,Trades Oct 22,Sales Nov 22,Trades Nov 22,Sales Dec 22,Trades Dec 22,Sales Jan 23,Trades Jan 23,Sales Feb 23,Trades Feb 23,Sales Mar 23,Trades Mar 23,Sales Apr 23,Trades Apr 23,Sales May 23,Trades May 23,Sales Jun 23,Trades Jun 23,Sales Jul 23,Trades Jul 23,Sales Aug 23,Trades Aug 23,Sales Sep 23,Trades Sep 23,Sales Oct 23,Trades Oct 23,Sales Nov 23,Trades Nov 23,Sales Dec 23,Trades Dec 23,Sales Jan 24,Trades Jan 24,Sales Feb 24,Trades Feb 24,Sales Mar 24,Trades Mar 24,Sales Apr 24,Trades Apr 24,Sales May 24,Trades May 24,Sales Jun 24,Trades Jun 24,Sales Jul 24,Trades Jul 24,Sales Aug 24,Trades Aug 24,Sales Sep 24,Trades Sep 24
David,Los Angeles,America,549618.07,64,824226.22,76,427408.45,89,539794.34,39,567744.51,26,436458.42,85,699900.96,49,725028.38,94,999583.22,61,354861.99,71,716798.12,34,957835.17,72,349445.55,61,802954.94,9,900211.78,48,558836.09,39,741207.54,19,441979.12,69,378396.79,5,546823.82,75,242500.63,39,421376.44,2,361891.89,16,937046.43,56,71725.91,0,871339.03,25,462334.03,93,815014.7,94,136378.36,56,101133.84,38,336154.59,30,214280.09,15,132966.06,44
Grace,Shanghai,Asia,363460.66,82,834264.39,89,323380.57,37,186572.55,32,870246.59,66,175268.2,23,887571.4,16,815360.06,75,389631.58,10,572517.37,21,18775.46,8,219576.35,43,566845.44,48,459703.35,49,335783.62,12,993491.83,44,460283.01,71,342717.16,7,344920.38,99,901471.99,85,675854.01,66,579079.97,37,421768.22,42,822338.82,68,215234.67,27,762694.61,39,997887.02,62,416444.69,95,238322.01,61,798848.93,2,30799.25,43,486498.13,29,921812.0,24
Charlie,Cairo,Africa,64708.41,38,256461.4,67,85143.59,59,28824.92,86,96968.62,95,349563.82,36,282969.77,35,87357.04,4,646705.24,41,260496.66,79,893742.79,44,952196.92,24,517347.4,57,657900.43,79,312143.49,61,254632.23,64,621764.37,60,796539.78,73,275698.95,77,40882.71,86,116166.5,9,111553.95,58,114097.82,62,794941.08,66,129227.12,51,713806.2,66,312683.69,57,513818.69,0,110597.16,48,577897.81,70,358379.31,47,602871.56,39,626656.03,96
Grace,Berlin,Europe,38699.83,55,146386.66,31,608430.49,95,632894.0,97,95457.51,68,572659.98,21,316023.67,39,468156.06,99,117624.58,34,793158.93,32,806983.71,79,771459.8,42,156460.91,66,453907.38,48,312878.43,84,432705.04,51,177531.2,14,392930.73,41,334667.5,0,926526.42,2,38767.73,31,3870.12,31,376796.67,70,329475.17,50,577253.64,92,147672.66,2,988071.93,45,43222.24,6,247850.03,24,375345.2,35,459704.07,59,602229.91,65,835323.17,46
Eve,Buenos Aires,America,548233.37,83,673598.71,26,956996.52,45,981597.6,41,220838.28,85,272536.26,48,713106.38,87,132860.33,45,781077.58,11,804438.49,28,961428.84,56,432805.37,73,630021.08,43,61091.7,32,600057.08,69,921131.54,95,156075.51,31,339617.55,34,865755.32,44,316628.3,92,532452.32,57,790367.18,70,742863.21,6,679493.85,23,850997.2,71,579949.45,81,585746.83,80,927957.02,27,267155.91,78,878049.88,63,460788.45,22,530424.49,4,330932.98,54
Adam,Singapore,Asia,490946.36,5,266469.23,73,285939.23,93,68347.62,71,811248.1,39,421845.68,56,458506.93,50,357650.59,71,533723.82,94,75151.52,57,731582.51,1,171762.58,86,201998.41,20,359145.44,10,669314.74,72,331243.21,28,380536.79,59,319139.5,44,377248.94,60,896948.36,35,611859.88,1,56297.41,40,435197.87,64,389285.22,39,230582.51,37,242428.49,14,806483.01,17,423256.5,53,928646.18,5,69482.0,95,665789.29,39,903492.87,73,667052.95,86
Eve,Rome,Europe,209302.74,83,737229.0,68,766821.85,90,209111.46,33,522403.39,6,422839.41,3,230283.07,85,37152.85,48,89619.38,39,523373.91,41,274328.09,66,681643.84,23,631496.54,54,864276.21,77,692242.24,6,331600.54,7,684905.62,96,349544.56,28,617579.32,42,204421.63,31,773526.42,81,524137.3,75,600581.88,69,630862.52,29,417083.59,53,599854.96,97,262021.13,47,726001.97,25,893272.34,79,609070.71,39,435768.08,30,823466.33,5,675612.99,31
Eve,Singapore,Asia,756544.74,1,800138.36,23,519673.19,46,809136.99,66,388101.62,94,540728.08,3,335368.01,17,4169.36,77,209017.56,4,249415.65,61,70759.58,95,415232.72,70,841102.47,75,420300.25,73,670222.25,41,964252.34,62,85632.68,66,738057.71,23,328094.67,31,311889.54,55,13255.24,23,459231.43,2,113512.23,78,207589.17,4,91555.06,82,190362.9,39,991228.3,42,92470.8,73,834565.34,97,873480.65,63,168880.03,38,964002.69,91,946584.23,92
Adam,Hong Kong,Asia,649087.34,70,285950.74,76,33119.24,50,475591.8,4,515706.91,68,205008.29,13,364659.99,83,9275.46,68,866138.06,56,960963.1,3,324777.42,0,517008.58,86,640882.93,75,913591.4,81,769903.43,92,614330.27,28,144665.23,78,478130.76,47,120415.53,85,597386.15,62,61201.54,3,959660.56,46,995260.85,63,903952.3,23,101439.35,85,989614.66,1,904561.79,89,821436.37,26,435340.84,69,643811.73,84,445393.51,69,172665.8,52,431673.39,90
Frank,London,Europe,42752.23,79,937331.48,78,312448.99,97,813508.2,67,317313.79,38,512488.6,8,85003.51,65,718825.83,37,59708.96,85,869785.74,6,919741.49,17,324493.88,31,145406.09,8,204772.29,32,811202.2,24,344293.75,7,447047.83,24,806519.22,30,981424.92,23,999162.74,86,52789.95,15,64911.46,21,968201.13,61,384448.98,20,140983.06,66,318159.76,9,696884.1,95,76331.88,88,340359.08,14,357058.11,32,451031.12,31,768536.11,95,73020.29,97
Grace,New York,America,501411.42,46,616292.91,9,267042.43,40,838881.5,12,866378.57,32,60290.36,83,54408.02,25,225643.28,49,499022.16,46,467839.34,35,680692.1,0,898161.75,63,226466.01,24,447607.4,97,642315.66,24,814462.65,22,615933.86,66,564620.98,78,929641.19,83,372694.18,82,611314.98,70,392943.2,48,787875.96,83,756448.28,64,265265.0,99,879906.41,93,564675.91,74,658389.32,91,357062.26,95,217800.17,94,72676.66,59,210579.99,30,834264.51,43
Charlie,Johannesburg,Africa,439741.87,92,174151.1,31,32277.8,89,564502.54,17,254284.26,43,223103.08,70,321825.46,55,880471.32,23,764902.58,39,289373.37,53,772735.8,70,56511.79,20,616435.65,88,707442.43,71,888978.0,69,15032.14,94,33634.35,87,99000.41,84,713049.15,43,140250.59,28,715530.95,98,781512.47,74,18492.59,34,569841.89,68,568240.06,55,574937.36,69,240608.74,27,230912.15,80,596489.45,88,763322.25,33,351467.97,17,368336.47,80,237605.67,93
Adam,Shanghai,Asia,250123.17,68,838063.85,41,681500.69,76,149888.82,86,778433.06,32,224085.99,77,458140.85,92,260666.16,45,519408.01,33,230840.97,81,68393.74,57,896713.88,50,90102.86,76,989382.02,12,456746.54,70,650993.23,16,457521.21,56,34369.18,37,792476.89,99,904361.4,94,302208.54,81,606322.96,19,494002.33,83,666807.56,29,715325.39,49,393373.69,18,728832.61,78,368554.56,40,174851.99,57,770797.46,47,880199.55,96,673166.35,45,267020.66,48
Bob,Tokyo,Asia,883527.15,14,869497.15,85,684382.81,66,461485.48,41,826117.35,90,916037.89,11,637879.56,34,625711.54,87,135575.05,23,484018.57,56,985132.66,0,672164.61,1,185039.67,1,204996.37,39,976920.85,99,450026.68,33,314223.69,68,559539.51,37,48859.55,6,338837.65,50,487731.34,63,626034.96,95,331578.1,38,500112.71,56,407756.05,76,554535.64,6,450466.89,91,402424.7,98,16876.18,85,138026.43,58,471552.69,87,952480.26,77,600685.95,9
Charlie,Berlin,Europe,289116.91,8,708545.24,8,966737.16,9,461503.89,15,177325.35,74,835489.71,64,772502.27,2,216474.31,29,751097.8,38,133839.68,23,364426.3,11,132262.2,46,606556.39,67,858556.75,61,694084.47,32,663087.4,5,659281.24,33,733795.3,72,515334.93,32,939827.16,46,680272.32,52,855072.53,23,391277.19,5,213729.8,92,230076.28,58,541250.5,93,223268.49,91,698422.55,97,415231.8,61,915185.11,79,528511.06,91,280438.23,62,871444.77,71
Eve,Buenos Aires,America,6115.26,9,36195.02,56,31823.08,53,956750.34,7,180851.76,29,851668.73,45,244957.42,78,610064.08,0,395711.42,19,478513.56,2,553949.36,60,500948.62,13,946956.71,65,59594.14,32,746059.17,38,466369.24,65,637455.36,2,972785.39,52,543285.73,65,660895.66,28,744696.85,38,233071.38,70,563854.98,86,297365.41,5,882693.04,89,260139.39,87,113981.98,18,189890.99,5,918113.4,76,284966.55,45,982632.47,9,860216.92,69,30313.11,27
Grace,Toronto,America,508865.21,16,112625.85,70,845357.57,63,753767.26,78,284353.83,97,603218.67,3,935643.39,74,765848.92,32,68211.44,11,477397.8,54,181824.81,39,774755.49,88,655390.12,96,49796.23,83,703879.72,7,946557.55,96,849272.03,91,157443.3,52,695335.71,38,561485.45,56,701983.85,41,61897.21,98,358798.47,82,283068.4,55,899382.33,22,534272.69,35,255142.07,21,133706.57,21,265492.41,18,268119.04,23,413756.45,4,707749.21,60,88914.87,8
Charlie,Berlin,Europe,735169.98,52,430771.8,7,926930.3,74,381560.16,10,844109.97,96,415409.38,2,705714.56,87,748452.1,28,781055.25,58,879485.21,91,1790.92,86,233728.06,40,730503.12,98,944624.39,58,609593.65,45,469974.38,6,127503.84,91,553102.71,52,472900.47,23,520680.22,13,175160.33,88,420868.04,67,421141.07,40,502360.16,55,564564.44,60,828979.41,21,162791.64,70,976116.33,62,689115.07,70,321642.83,87,924936.59,0,585040.69,91,912703.41,72
Charlie,Lagos,Africa,807648.89,6,237752.01,20,867864.62,43,898886.35,89,163161.36,51,989765.76,24,454219.87,60,532927.69,80,148048.12,71,218.16,17,31068.07,57,258761.59,22,870768.0,6,634370.84,61,302197.86,76,698831.97,29,922158.57,69,276944.9,15,997607.1,51,185701.52,50,982685.26,21,437944.02,87,35491.08,15,353175.31,68,726243.33,21,332621.55,15,663198.54,40,437735.33,62,379078.25,64,323292.56,4,257901.93,15,87539.96,87,609978.18,42
Bob,Singapore,Asia,637664.64,74,933182.59,29,34589.3,30,491396.05,40,931371.33,3,684688.64,65,48182.38,54,32432.36,74,63564.81,40,878344.46,87,475349.18,18,702473.73,41,740197.48,10,954956.85,33,563242.86,57,663424.54,27,656021.63,21,368583.62,74,282106.56,53,107344.77,16,338538.98,2,746292.43,60,218975.17,84,50717.95,31,719976.36,97,940305.32,68,905415.33,46,48908.17,79,86733.76,6,836361.08,15,877285.66,51,814257.23,32,100754.6,65
Eve,Madrid,Europe,407538.68,3,723056.8,87,327569.34,75,11434.02,23,94662.99,74,256737.22,65,928373.32,8,588106.09,0,808006.55,74,983024.87,58,904753.34,61,227748.52,97,184958.96,9,376602.02,8,160946.0,57,927001.76,87,472328.74,90,186640.05,66,948193.54,33,358401.18,8,50012.18,15,484254.25,56,77575.1,30,40322.36,79,525395.27,66,287753.07,0,76239.9,80,292086.53,21,257547.47,46,207685.52,41,841494.76,4,468326.54,94,564680.99,1
David,Madrid,Europe,677349.6,79,880249.41,66,933888.39,31,892451.12,51,238863.71,41,942063.99,38,957558.52,16,778252.5,10,387195.63,51,708431.31,33,875629.89,52,130087.47,28,526639.7,16,586550.79,20,315726.41,21,883837.54,55,635336.3,50,724020.0,15,981457.69,49,719292.04,35,587341.91,11,457267.96,41,384517.76,18,461959.28,72,410230.78,10,98341.47,67,696098.97,26,85373.94,40,147310.0,62,302512.84,3,91797.96,28,797295.86,65,98728.75,74
Bob,Johannesburg,Africa,250821.78,55,495353.47,10,92672.97,46,677796.07,50,80234.82,98,803835.26,29,874585.97,32,690384.44,85,766122.53,18,107100.27,14,93533.85,97,756119.77,10,599201.21,55,39844.3,97,994462.83,73,263763.78,36,885689.35,3,19679.66,64,764450.24,64,891451.14,87,876964.66,86,778989.54,69,383795.15,97,15493.39,97,944676.79,35,347821.2,55,524987.34,84,778853.15,10,73124.67,67,691170.96,44,805513.23,52,597254.48,77,860794.45,36
Charlie,London,Europe,595227.07,22,406338.55,91,770401.75,66,323612.27,48,41945.21,17,652342.98,10,296521.98,71,981934.02,68,692683.89,26,897191.21,28,596396.5,35,287482.56,46,244893.73,60,594742.42,34,636253.52,94,922393.11,1,969435.29,81,116811.99,42,639061.22,64,501706.41,47,413959.16,33,393517.15,69,371029.26,41,583347.06,96,257919.93,42,168266.95,91,512656.71,82,646976.29,63,431344.43,42,553730.96,72,981971.26,9,724198.26,24,993843.25,53
Eve,Los Angeles,America,450018.49,55,934820.49,30,878733.52,49,31190.91,31,269399.67,21,712505.77,51,468329.87,14,372366.94,51,854527.91,11,248514.43,92,339349.95,91,237228.45,18,797327.77,70,640290.16,99,963953.11,23,828373.83,59,457649.35,3,8726.05,1,335785.74,27,606528.12,44,681618.88,55,242370.4,68,487452.59,46,243879.33,32,78452.63,82,661544.21,74,676622.01,48,532389.97,28,864055.31,73,93306.84,30,648904.45,55,147986.18,75,223798.54,73
Bob,New York,America,400169.59,93,500963.16,51,968447.49,14,7129.43,2,916488.13,7,34569.01,79,846001.76,5,849573.05,61,234412.52,28,149624.4,56,430894.81,52,727122.76,37,842239.62,59,418115.24,68,675318.43,26,55264.64,60,856797.15,9,443162.83,0,855942.52,48,379240.62,49,400362.96,65,378932.07,93,807975.01,93,129518.49,98,175119.75,40,885885.66,45,552334.18,33,366410.02,58,762458.48,13,363435.04,35,570259.17,15,191037.24,96,131530.59,11
Adam,Shanghai,Asia,269890.92,28,56265.88,45,919256.28,74,886867.95,65,249879.47,0,399025.18,31,83350.89,37,860145.1,9,439939.4,41,81196.83,42,675156.06,0,479338.27,80,834913.57,87,949061.58,37,518236.15,27,104515.02,30,139062.56,98,147462.51,73,82325.32,78,638585.43,7,508203.71,4,303.72,88,636582.26,96,651641.54,75,676244.84,8,65247.89,34,713687.2,28,467695.49,4,111130.49,58,425724.88,65,125016.12,32,177124.92,62,879773.45,75
Grace,Lagos,Africa,49977.49,3,897674.07,90,911232.3,2,989138.6,60,389457.85,23,250199.69,82,538720.91,75,522810.63,37,208463.69,93,955961.19,52,583330.79,18,428356.65,94,357469.27,90,249082.75,45,407285.58,18,858354.42,97,296113.52,5,638647.13,82,957229.0,14,742499.36,35,302440.1,61,377722.22,63,580712.77,71,802865.9,19,949933.39,37,656482.64,28,399628.71,50,601094.62,41,963119.8,3,577171.8,69,839050.9,25,189850.28,40,882068.85,63
Charlie,Johannesburg,Africa,13829.59,47,13417.79,49,316836.88,45,657674.74,60,620481.37,29,775444.84,54,200430.39,45,36192.56,87,239283.01,36,225098.63,60,792342.77,37,234004.26,44,600254.25,33,220704.71,93,938990.23,52,294899.64,8,844108.91,40,829718.94,17,359839.78,97,948478.15,41,813365.07,48,916145.8,23,124700.3,91,820766.8,11,362569.87,68,282320.7,87,205195.35,90,925535.96,14,201161.0,93,856712.38,15,690469.61,77,268560.76,37,328312.37,83
David,Berlin,Europe,315225.2,93,366100.06,63,299854.22,76,626872.39,72,696028.04,79,121528.92,75,786112.76,17,156806.1,89,153268.96,30,708267.96,87,676865.7,63,223452.39,77,609943.76,69,870910.17,24,290907.37,54,728236.61,54,525237.21,29,505099.79,9,604298.05,30,425855.01,17,221144.98,38,836223.59,80,910356.47,51,916322.13,6,36956.42,82,220542.14,63,340583.9,54,869741.68,2,205483.44,32,848360.75,43,947198.38,71,157419.61,80,992975.72,52
Adam,Singapore,Asia,300137.58,26,96451.4,74,15259.86,71,165710.71,94,784150.7,19,164150.75,92,530066.65,86,734254.2,20,665002.37,15,707166.95,25,828324.88,67,130336.19,83,641106.53,57,656533.46,92,607871.59,59,162062.02,61,586923.12,78,380647.58,6,963195.57,9,24205.47,7,389007.56,78,875815.05,6,531707.77,19,430893.13,1,216668.39,71,225682.62,57,375662.81,35,421816.69,37,154441.86,63,969936.93,96,224361.67,21,351948.94,5,59117.26,46
Adam,Johannesburg,Africa,617220.25,42,514862.64,1,808397.12,40,612226.2,54,416787.44,57,402182.38,50,408082.15,83,237198.67,69,414271.2,83,767487.14,98,620991.52,3,167329.63,28,711377.29,83,845332.36,38,636247.81,35,257847.49,75,69355.6,47,940759.51,37,60594.47,35,641055.99,58,766580.65,34,708756.17,89,149117.1,0,273300.4,45,730334.66,11,460220.28,40,127993.36,67,582754.51,47,581473.62,55,994181.11,14,485314.06,21,917696.75,89,671427.55,95
Adam,Madrid,Europe,547278.56,62,51953.34,37,149787.81,69,50654.52,66,96879.48,54,594119.52,93,939862.73,57,154495.03,50,302529.23,35,103180.43,57,523641.88,39,147351.52,46,962215.97,17,77384.3,35,815643.82,52,215156.34,58,464001.73,60,464200.24,93,446176.35,81,887183.11,90,433456.59,9,940846.32,10,706668.96,79,626006.27,25,843813.4,94,956807.73,3,560310.77,49,805932.25,72,839081.33,22,504145.34,44,210814.34,37,811953.51,60,512696.94,16
Eve,Cairo,Africa,341691.74,96,442549.5,40,399180.46,70,20175.1,91,294476.64,29,95744.33,70,867100.58,42,883759.16,62,48498.8,14,601460.19,89,676588.4,28,395746.87,36,278746.64,87,344123.49,25,810417.31,15,993793.08,50,985023.95,53,556843.03,10,573221.72,5,864278.45,51,923475.73,22,818895.91,64,174803.59,22,816157.8,48,816128.62,81,137261.97,45,105413.95,52,843965.1,52,817624.8,13,208095.82,47,650221.43,66,368600.53,11,34329.79,22
Charlie,Toronto,America,91720.94,42,378729.88,99,237795.52,26,389475.37,23,349531.01,13,185293.76,60,638466.39,61,862402.87,9,47549.34,32,667526.07,91,246528.28,16,189280.93,20,681467.66,74,455039.17,41,710429.53,24,706208.42,40,573949.41,30,591970.97,44,624066.27,41,630903.49,12,129142.93,9,468354.52,65,968820.69,51,90372.3,42,937751.77,56,830012.19,94,258438.34,16,988468.43,79,716267.1,33,886298.38,20,555532.91,86,817544.42,20,801976.03,8
Grace,Buenos Aires,America,197209.1,24,110433.06,98,403292.28,24,538765.05,16,875470.82,97,2904.25,81,505195.17,77,264425.84,37,793570.77,36,504636.51,94,240345.57,44,728922.81,72,24650.56,92,226588.28,63,309901.84,3,583240.56,35,449139.67,33,285860.62,55,151694.66,54,190734.71,25,522384.36,75,994802.43,84,370569.51,61,138310.21,26,6555.7,9,738103.39,59,251775.23,34,568468.54,24,23659.86,16,733026.7,13,463621.38,95,115678.48,96,506679.73,11
David,Buenos Aires,America,955255.52,42,543725.0,88,570467.37,57,605773.6,31,262928.23,64,298417.23,54,790159.24,22,695204.98,82,996095.15,7,50529.82,62,897315.91,39,191261.19,27,253677.55,53,689631.83,81,717147.47,74,584724.54,35,4799.64,45,607709.51,56,582025.57,78,261957.18,20,909002.51,67,992411.6,47,186285.74,46,123379.74,5,392075.13,91,537086.57,2,296648.69,18,96297.38,20,574866.72,8,875563.08,70,915315.61,28,245842.58,47,392348.89,37
Charlie,Lagos,Africa,989632.5,14,247735.97,13,781513.5,38,19866.03,93,199580.4,40,824040.54,78,314835.44,31,636976.84,54,62089.12,14,180423.03,43,911263.96,17,338614.04,78,367079.76,95,743893.95,45,862134.25,30,510711.48,85,668241.16,35,565104.42,27,540604.11,31,802759.93,86,255341.83,9,55742.77,3,727732.64,85,730527.69,18,458558.56,90,2487.71,95,595771.05,34,619090.11,71,185143.65,8,920465.65,1,608828.28,23,792727.77,72,180080.38,12
Bob,Hong Kong,Asia,782422.19,96,384402.09,76,756411.33,84,540441.15,88,335848.61,34,390461.54,44,975576.93,25,462311.66,55,902820.8,66,385639.76,65,373971.25,82,165395.03,68,709117.77,48,739414.74,21,407149.47,67,414788.6,30,252873.45,39,752435.64,60,272111.58,48,208092.56,69,877916.53,38,939661.97,32,304710.69,67,207671.73,69,238783.17,57,950576.91,53,133103.09,32,633253.0,30,837678.12,19,761601.44,48,814228.82,4,175432.37,49,427381.21,20
Adam,Madrid,Europe,796325.74,65,666996.78,33,449583.8,14,229307.29,86,954692.78,5,159199.13,67,103490.33,68,653128.52,6,956795.89,98,554543.65,57,180307.19,8,714080.4,19,731211.58,49,699817.25,30,366392.83,29,18696.52,59,785401.66,78,145103.26,42,877579.05,98,5821.08,5,91193.42,14,258523.61,61,76322.69,92,701242.96,48,994248.5,18,965423.92,42,713134.0,38,673677.98,14,875110.55,2,311340.51,69,51939.93,51,663891.89,27,927040.33,63
Charlie,Cairo,Africa,250329.57,68,504426.85,31,550468.31,81,561016.93,80,670893.35,24,377268.41,95,330975.62,39,83673.97,84,464918.01,64,327706.07,7,232789.29,92,308803.52,63,209817.52,64,618409.94,55,17770.42,87,783585.15,46,968489.55,40,924985.27,10,968246.42,16,712382.84,61,710037.09,99,857270.31,99,283998.26,15,607978.26,16,644497.66,29,388980.73,19,816282.86,19,671422.64,43,899813.72,87,707942.91,2,809372.23,59,468510.33,48,43965.29,24
Bob,Lagos,Africa,9951.24,89,917290.98,31,451718.28,67,439948.67,48,468815.2,32,102985.82,15,199979.07,48,572138.86,78,710834.16,26,637855.37,53,508548.09,12,493751.85,1,356583.24,11,212050.51,31,159887.52,52,171418.74,41,7117.18,84,358097.63,81,181602.28,87,171471.79,58,299058.08,52,896731.87,85,925509.07,70,86744.82,71,938124.11,64,439217.39,67,513144.41,77,274788.78,91,349402.43,34,816942.74,40,771426.92,23,137399.77,18,720724.13,24
Eve,Los Angeles,America,526320.29,61,263276.01,11,960177.96,35,430141.34,68,978800.49,75,374412.56,58,187026.77,16,159905.87,67,891854.21,50,582821.96,33,790294.37,20,478412.11,65,392800.3,79,709552.98,31,834155.86,57,937410.28,41,231420.28,73,826462.09,99,296971.27,81,444166.86,78,684913.24,49,102629.58,50,172518.22,20,896113.9,98,19234.05,79,505680.62,52,717985.22,48,753946.39,7,208707.2,87,75022.24,33,563680.47,88,302219.55,64,758353.31,9
Eve,Los Angeles,America,231910.52,62,128172.74,96,422917.42,20,197562.06,39,507209.64,52,552624.54,43,784748.31,69,491.92,22,860367.21,4,652240.25,43,934992.85,76,920884.64,28,743131.14,55,195348.73,75,221092.3,33,768376.1,25,707708.86,40,43604.0,99,735932.67,63,929867.71,78,114183.76,64,730239.65,63,383889.54,74,54570.68,1,902706.88,24,236053.9,38,398887.91,58,942751.1,67,953820.62,5,840524.47,0,855801.33,9,482833.11,74,107225.28,56
Charlie,London,Europe,261453.56,79,304385.9,61,951968.44,74,355820.3,45,909179.19,81,798314.24,33,187318.29,42,822443.74,88,918415.97,29,781529.25,30,62990.2,88,440779.71,12,48657.65,71,804623.04,39,922990.2,44,780429.15,24,139349.02,45,378269.18,48,846067.84,11,400092.28,89,260237.16,80,170258.67,36,650697.24,1,30964.17,50,816261.93,63,82759.66,22,829026.49,75,301128.6,61,513745.22,92,812773.42,51,451923.95,13,785391.7,8,903098.97,22
Adam,Los Angeles,America,431921.95,3,111565.92,93,138941.67,56,702635.37,88,364322.85,88,978594.89,34,534800.37,91,473954.31,78,963532.45,4,268174.4,78,994347.62,40,761223.11,93,586773.92,84,345082.08,90,665934.42,16,153481.79,58,38809.34,94,810245.7,32,302007.24,96,808023.03,59,23419.21,34,367065.21,44,18582.24,76,67508.9,78,788470.72,18,634696.52,30,492459.66,6,471280.23,57,235129.79,76,255660.9,27,944997.76,37,855457.35,58,589963.78,3
Grace,Shanghai,Asia,289135.66,36,644615.58,10,177652.71,3,565345.9,4,777007.31,6,705526.04,65,797029.51,15,604302.51,89,257651.09,58,450580.41,95,213440.8,91,463312.88,78,739176.3,64,475213.16,33,588652.7,41,448577.63,31,145009.2,99,882918.02,83,504460.81,51,724152.56,10,804347.74,70,356357.17,41,850146.03,20,397747.33,16,390587.56,11,343751.81,9,657222.48,32,84193.74,61,598015.64,80,464271.5,67,979768.51,23,634677.36,80,219430.6,46
Eve,Hong Kong,Asia,310364.89,47,789853.23,36,426695.47,50,532780.88,41,554194.37,50,394324.06,65,708716.22,1,800506.38,87,827805.49,3,418567.31,69,673333.47,23,233514.57,75,176333.38,59,390157.31,70,376632.68,42,174241.2,25,770613.79,60,171136.39,71,146709.12,47,311889.01,10,629405.87,99,988367.46,33,297684.24,49,375728.92,64,843493.81,14,73290.16,60,855161.24,40,973001.97,20,147116.97,34,214150.56,73,660828.65,15,904582.45,19,123508.7,48
Eve,Los Angeles,America,764689.67,4,46804.21,19,93610.69,42,684349.37,67,266993.65,43,39679.35,29,19329.14,21,6665.54,37,779574.41,44,452326.14,41,501075.5,66,228156.03,5,483285.83,56,332767.24,28,574345.87,98,722616.71,78,300273.42,61,475638.16,79,505117.94,32,738067.72,39,838618.15,20,54183.95,85,192035.62,18,584070.81,87,212271.86,54,267447.88,22,912754.03,30,962312.17,65,583721.61,41,833211.15,1,243286.71,41,507442.99,6,161530.55,81
Charlie,London,Europe,965889.58,22,992483.3,7,440784.7,23,275931.78,58,629945.87,39,733560.82,35,234320.85,13,831557.32,50,56739.05,45,731067.7,45,223070.79,85,660157.81,79,687741.18,68,381529.71,30,975218.47,16,649020.34,52,896047.94,52,698735.46,43,557294.59,44,190120.49,83,934604.61,48,850176.32,4,353758.13,12,880710.73,22,585636.74,84,347304.36,51,51895.09,66,440547.96,41,519547.55,56,863116.2,71,808824.93,54,135114.32,48,165600.69,27
Grace,Hong Kong,Asia,754031.46,53,965678.14,25,459713.61,83,538849.44,17,335416.78,29,846982.68,35,458238.27,47,628213.49,3,213258.25,39,356210.04,38,74438.18,63,761449.61,46,396610.32,73,128480.24,19,948576.45,43,203938.8,47,190186.71,93,954892.29,28,879503.3,72,933232.24,19,841017.97,19,537120.56,9,619312.69,67,502127.06,78,704812.1,51,542617.15,78,929927.73,47,896165.45,72,666333.57,50,574682.79,84,972812.46,22,87499.74,6,228663.57,89
Grace,Paris,Europe,815181.2,30,229837.71,8,469146.05,29,379313.53,38,490436.1,46,707609.6,34,148116.23,12,68085.72,51,417811.42,71,574765.29,51,18298.73,8,735082.04,58,834526.2,3,122605.05,8,612512.98,65,48745.72,99,769651.03,78,433390.5,31,652404.6,28,904573.92,61,497552.65,55,272874.66,80,119882.87,64,330639.34,60,457923.84,90,300971.97,88,671778.42,85,247712.2,24,74987.91,57,505565.13,87,150067.11,45,952380.49,61,844130.37,39
Adam,Berlin,Europe,215830.28,16,637525.41,29,67082.71,79,304193.74,23,265422.59,58,144445.75,66,443283.35,13,458429.15,90,946791.12,11,847920.18,5,342530.58,73,731458.92,5,620769.63,2,857440.36,71,842630.29,98,837744.61,21,96549.18,33,779682.09,1,219569.25,75,711885.03,79,542533.05,64,617651.68,41,760628.08,25,624361.07,42,904160.1,53,564972.68,17,356187.04,26,810510.29,58,225774.44,9,210095.78,40,733224.02,63,784086.05,12,260702.63,90
Grace,Johannesburg,Africa,831657.09,94,686795.48,76,496278.62,51,805868.8,54,104371.22,51,224993.54,47,603688.17,4,346582.46,12,619421.73,30,353413.19,50,76675.66,94,231069.22,82,796513.17,30,872810.49,61,463757.11,3,526092.42,39,196965.4,93,318313.27,39,716306.93,99,495437.74,93,305612.94,25,819381.88,66,177968.66,53,294673.24,73,882093.15,49,934224.62,63,675958.61,25,96992.94,48,378549.68,40,766980.43,6,169489.7,36,161437.12,15,142320.68,14
